'Приложение № 1'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'Общие характеристики многоквартирных домов (МКД), '|||||||||||||||||||||||||||||||||||||
'"находящихся в управлении ООО ""ЖКС №№ 1-4"", ОАО ""РСУ Приморского района"""'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'"Графы ""1""-""10"" заполнять по всем многоквартирным домам района"'|||||||||||||||||||||||||||||||||||||
'№ п/п'|'Адрес МКД'|||||||||' Технические характеристики МКД'||||||||||||||||||||||'Количество общедомовых приборов учета энергоресурсов на вводах, шт.'|||||'Примечание'
|'Район'|'муниципальное образование'|'Улица'|'Номер'|'Номер корпуса'|'Номер строения'|'Код дома БТИ'|'Форма управления МКД'|'Категория дома: ведомственный / общежитие / гостиничного типа'|'Тип дома'|'Серия дома'|'Год постройки'|'Тип стен'|'"Количество этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'"Кол-во подземных этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'Количество подъездов'|'Количество квартир'|'Общая площадь дома'|'Общая отапливаемая площадь дома'|'Площадь жилых помещений'|'Площадь  нежилых помещений (за искл. мест общего пользования)'|'Электоэнергия (да/нет)'|'"ХВС'||||||||||||||
'(да/нет)"'|'"ГВС'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Водоотведение (да/нет)'|'Отопление (да/нет)'|'Газоснабжение (да/нет)'|'Оснащение газ. колонками (да/нет)'|'"Оснащение газ.плитами'||||||||||||||||||||||||||||||||
'(да/нет)"'|'"Оснащение электроплитами'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Кол-во лифтов дома, шт.'|'Электроэнергия'|'ХВС'|'ГВС'|'Тепловая энергия'|'Газ'|||||||||||||||||||||||||||||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38
242|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|23|||342152|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|3|0|3|28|2066,3|2066,3|1794,3|185,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0|
243|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|25|||342153|'ООО ЖКС №2'||'инд.'|'инд.'|1917|'кирпичные'|4|0|4|17|1833,5|1833,5|1307|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
244|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|27|||342154|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|3|0|1|8|1607,3|1607,3|983,7|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
245|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|'27а'|||342155|'ООО ЖКС №2'||'инд.'|'инд.'|1917|'кирпичные'|4|0|2|15|930,7|930,7|802,7|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
246|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|32|||342156|'ООО ЖКС №2'||'инд.'|'инд.'|1917|'кирпичные'|4|0|1|27|2053,64|2053,64|1880,9|91,1|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
247|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|33|||342157|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|2|10|992,5|992,5|740,9|357|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
248|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|35|||342158|'ООО ЖКС №2'||'инд.'|'инд.'|1916|'кирпичные'|3|0|2|12|577,7|577,7|259,6|430,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
249|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|37|||342159|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|2|9|1007,2|1007,2|660,9|168,6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
250|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|37|2||342160|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|2|12|972,7|972,7|879,7|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
251|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|39|||342161|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|4|0|1|12|969|969|868|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
252|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|41|1||342162|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|3|18|1785,39|1785,39|1375,39|202,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
253|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|41|2||342163|'ООО ЖКС №2'||'инд.'|'инд.'|1954|'кирпичные'|3|0|2|12|1023|1023|881|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
254|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|45|||342164|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|4|0|3|24|1940|1940|1729|236,5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
255|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|5|||342165|'ООО ЖКС №2'||'инд.'|'инд.'|1959|'кирпичные'|4|0|2|21|1775|1775|1541|542,6|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
256|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|51|||342166|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|3|18|1565|1565|1362|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
257|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|53|||342167|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|4|0|3|14|1452,1|1452,1|1051|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0|
258|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|55|1||342168|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|3|18|1704,1|1704,1|1369,1|133,6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
259|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|55|2||342169|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|2|12|963,6|963,6|834,6|227,1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
260|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|57|1||342170|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|3|0|3|18|1700,1|1700,1|1357,1|253,3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
261|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|57|2||342171|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|3|0|2|12|997,3|997,3|871,3|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
262|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|61|||342172|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|3|0|4|27|2440,9|2440,9|2157,9|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0|
263|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|65|||342173|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|3|0|3|18|1540|1540|1361|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|0|0|
264|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|7|||342174|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|4|0|1|11|995|995|862|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
265|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|9|||342175|'ООО ЖКС №2'||'инд.'|'инд.'|1952|'кирпичные'|4|0|2|21|1689|1689|1451|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
266|'Приморский '|'"МО МО ""Черная речка"""'|'Приморский пр. '|93|||342176|'ООО ЖКС №2'||'инд.'|'инд.'|1917|'кирпичные'|4|0|1|11|735,7|735,7|593|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
267|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|11|||342177|'ООО ЖКС №2'||'Хрущевка'|'1-527КП'|1961|'кирпичные'|5|0|6|120|5593|5593|5053|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|2|2|0|
268|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|13|||342178|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|5|0|3|60|2985,77|2985,77|2530,77|174,1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0|
269|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|31|||342179|'ООО ЖКС №2'||'инд.'|'инд.'|1979|'кирпичные'|6|0|2|59|3249|3249|2704|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|1|1|1|1|0|
270|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|35|||342180|'ООО ЖКС №2'||'инд.'|'инд.'|1916|'кирпичные'|5|0|2|39|2572,9|2572,9|2011,6|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|1|1|0|0|0|
271|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|37|||342181|'ООО ЖКС №2'||'инд.'|'инд.'|1916|'кирпичные'|5|0|1|20|1990,2|1990,2|1676,3|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|1|1|1|0|1|0|
272|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|37|2||342182|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1965|'кирпичные'|5|0|3|60|2773,8|2773,8|2539,8|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
273|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|41|||342183|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1963|'кирпичные'|5|0|4|80|3753,6|3753,6|3445,6|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0|
274|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|5|||342184|'ООО ЖКС №2'||'инд.'|'инд.'|1938|'кирпичные'|4|0|2|4|2321,9|2321,9|2138,8|0|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|0|1|1|0|0|0|
275|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|71|||342185|'ООО ЖКС №2'||'Сталинка'|'1-405'|1958|'кирпичные'|5|0|3|45|2895|2895|2648|20|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|1|0|
276|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|'73/27'|||342186|'ООО ЖКС №2'||'Сталинка'|'1-405'|1958|'кирпичные'|5|0|5|68|5257,1|5257,1|4334|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
277|'Приморский '|'"МО МО ""Черная речка"""'|'Сердобольская ул. '|9|||342187|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|5|0|4|80|3768,4|3768,4|3464,4|62,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|1|1|0|
278|'Приморский '|'"МО МО ""Черная речка"""'|'Серебряков пер.'|3|||342188|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|2|0|0|12|606,1|606,1|493,8|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
279|'Приморский '|'"МО МО ""Черная речка"""'|'Серебряков пер.'|'5/36'|||342189|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|2|0|0|7|1152,2|1152,2|1152,2|76,3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
280|'Приморский '|'"МО МО ""Черная речка"""'|'Серебряков пер.'|9|||342190|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|0|8|522|522|522|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
281|'Приморский '|'"МО МО ""Черная речка"""'|'Сестрорецкая ул. '|1|||342191|'ООО ЖКС №2'||'Сталинка'|'1-405'|1960|'кирпичные'|5|0|5|69|5732,6|5732,6|4459|749,6|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
282|'Приморский '|'"МО МО ""Черная речка"""'|'Сестрорецкая ул. '|2|||342192|'ООО ЖКС №2'||'Сталинка'|'1-405'|1955|'кирпичные'|4|0|5|13|10155,1|10155,1|8445,6|1216,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|3|3|0|
283|'Приморский '|'"МО МО ""Черная речка"""'|'Сестрорецкая ул. '|3|||342193|'ООО ЖКС №2'||'Сталинка'|'1-405'|1956|'кирпичные'|'4/5'|0|12|143|11790,1|11790,1|9134|1478,1|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|2|0|4|0|
284|'Приморский '|'"МО МО ""Черная речка"""'|'Сестрорецкая ул. '|4|||342194|'ООО ЖКС №2'||'Сталинка'|'1-405'|1959|'кирпичные'|4|0|7|79|5939,9|5939,9|4834|471,9|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|2|0|
285|'Приморский '|'"МО МО ""Черная речка"""'|'Сестрорецкая ул. '|5|||342195|'ООО ЖКС №2'||'Сталинка'|'1-405'|1956|'кирпичные'|4|0|7|82|6745,4|6745,4|5278|711,4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|2|0|2|0|
286|'Приморский '|'"МО МО ""Черная речка"""'|'Сестрорецкая ул. '|6|||342196|'ООО ЖКС №2'||'Сталинка'|'1-405'|1953|'кирпичные'|4|0|5|8|8437,4|8437,4|4994,1|3116,6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|2|2|0|
287|'Приморский '|'"МО МО ""Черная речка"""'|'Сестрорецкая ул. '|7|||342197|'ООО ЖКС №2'||'Сталинка'|'1-405'|1957|'кирпичные'|4|0|12|141|11503,3|11503,3|9036|1289,3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|2|0|4|0|
288|'Приморский '|'"МО МО ""Черная речка"""'|'Сестрорецкая ул. '|8|||342198|'ООО ЖКС №2'||'Сталинка'|'1-405'|1953|'кирпичные'|4|0|5|8|10239,9|10239,9|3928,1|6023,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|3|3|0|
289|'Приморский '|'"МО МО ""Черная речка"""'|'Сестрорецкая ул. '|9|||342199|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|5|0|2|40|1891|1891|1742|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
290|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|1|||342200|'ООО ЖКС №2'||'инд.'|'инд.'|1977|'кирпичные'|'17/18'|0|1|99|7505,1|7505,1|5256,1|988|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|1|1|1|1|0|
291|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|11|||342201|'ООО ЖКС №2'||'Хрущевка'|'1-528'|1965|'кирпичные'|'9/10'|0|4|210|12532|12532|10206,7|1545,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|1|1|2|2|0|
292|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|12|||342202|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1961|'панельные'|5|0|3|60|2791,3|2791,3|2565,3|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
293|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|2|3||342203|'ООО ЖКС №2'||'Сталинка'|'1-405'|1958|'кирпичные'|5|0|5|71|5618,4|5618,4|4524,9|514,5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
294|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|24|||342204|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1969|'панельные'|5|0|4|60|2841,9|2841,9|2220|327,9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
295|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|26|||342205|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1960|'панельные'|5|0|3|60|2772,5|2772,5|2546,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
296|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|28|||342206|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1960|'панельные'|5|0|3|60|2766,8|2766,8|2542,8|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
297|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|32|||342207|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1959|'панельные'|5|0|3|60|2788,9|2788,9|2562,9|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0|
298|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|6|||342208|'ООО ЖКС №2'||'Сталинка'|'1-405'|1959|'кирпичные'|5|0|5|70|6246,2|6246,2|4439,7|1138,5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
299|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|7|||342209|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1962|'кирпичные'|5|0|6|86|5502,8|5502,8|3818,1|1199,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
300|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|8|||342210|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1961|'панельные'|5|0|3|60|2822,3|2822,3|2593,3|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
301|'Приморский '|'"МО МО ""Черная речка"""'|'Торжковская ул.'|9|||342211|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1962|'кирпичные'|5|0|4|80|3786,5|3786,5|3435,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
302|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Ак.Шиманского '|9|||342212|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1965|'кирпичные'|5|0|5|100|4518,4|4518,4|4154,4|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
303|'Приморский '|'"МО МО ""Черная речка"""'|'ул.Графова '|2|||342213|'ООО ЖКС №2'||'Сталинка'|'1-405'|1958|'кирпичные'|5|0|3|45|2878|2878|2631|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|1|0|
304|'Приморский '|'"МО МО ""Черная речка"""'|'ул.М.Железняка '|1|||342214|'ООО ЖКС №2'||'Хрущевка'|'1-532КП'|1962|'кирпичные'|5|0|4|40|3774,9|3774,9|3530,9|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
305|'Приморский '|'"МО МО ""Черная речка"""'|'ул.М.Железняка '|11|||342215|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1962|'панельные'|5|0|5|100|4853,4|4853,4|4473,4|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
306|'Приморский '|'"МО МО ""Черная речка"""'|'ул.М.Железняка '|15|||342216|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1962|'панельные'|5|0|5|100|4883|4883|4503|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
307|'Приморский '|'"МО МО ""Черная речка"""'|'ул.М.Железняка '|17|||342217|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1962|'панельные'|5|0|4|80|3794,8|3794,8|3490,8|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
308|'Приморский '|'"МО МО ""Черная речка"""'|'ул.М.Железняка '|21|||342218|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1962|'панельные'|5|0|5|100|4832,5|4832,5|4459,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
309|'Приморский '|'"МО МО ""Черная речка"""'|'ул.М.Железняка '|23|||342219|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1962|'панельные'|5|0|4|80|3816,2|3816,2|3512,2|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
310|'Приморский '|'"МО МО ""Черная речка"""'|'ул.М.Железняка '|27|||342220|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1962|'панельные'|5|0|5|100|4848,5|4848,5|4468,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
